id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
2296700260,2014-06-26,460000.0,3,2.5,1730,8490,1.0,0,0,3,7,1210,520,1969,0,98034,47.7187,-122.219
7443000652,2014-11-03,365000.0,2,1.5,790,1123,2.0,0,0,3,8,700,90,2003,0,98119,47.651,-122.368
7424700045,2015-05-13,2050000.0,5,3.0,3830,8480,2.0,0,1,5,9,2630,1200,1905,1994,98122,47.6166,-122.287
3820100284,2014-08-27,355000.0,3,3.0,1850,9600,1.0,0,0,3,7,1230,620,1981,0,98028,47.7717,-122.25
3447000100,2015-04-22,645000.0,4,2.5,2250,10696,2.0,0,0,3,8,2250,0,1996,0,98006,47.5715,-122.12799999999999
3370000150,2014-08-04,440000.0,4,2.5,2800,28254,2.0,0,0,3,9,2800,0,2001,0,98038,47.3552,-122.06299999999999
3331500455,2014-12-03,474950.0,3,2.25,1850,2575,2.0,0,0,3,9,1850,0,2013,0,98118,47.5525,-122.273
3332500085,2014-10-27,489950.0,3,2.5,2540,5237,2.0,0,0,3,8,2540,0,2011,0,98118,47.5492,-122.27600000000001
7237550110,2015-04-24,1180000.0,4,3.25,3750,74052,2.0,0,0,3,10,3750,0,2013,0,98053,47.658,-122.006
4038200480,2014-12-01,480000.0,3,1.0,1160,8800,1.0,0,0,4,7,1160,0,1959,0,98008,47.6112,-122.12799999999999
2322069100,2015-04-09,453000.0,2,1.5,1680,17400,1.5,0,0,3,7,1680,0,1991,0,98038,47.3836,-122.006
9358001422,2014-11-14,335000.0,3,2.5,1090,1139,2.0,0,0,3,8,960,130,2009,0,98126,47.5664,-122.369
4335000145,2014-08-13,368000.0,3,1.75,1750,14400,1.0,0,0,4,7,1750,0,1951,0,98166,47.4535,-122.361
9558050450,2015-03-30,479950.0,3,2.5,2780,6000,2.0,0,0,3,9,2780,0,2004,0,98058,47.4569,-122.118
5700003280,2015-04-19,895000.0,6,2.5,3550,6533,2.0,0,0,3,8,3550,0,1925,0,98144,47.5719,-122.28399999999999
4131500190,2015-05-07,379000.0,5,2.5,2803,8550,1.0,0,0,3,8,2803,0,1963,2011,98003,47.3032,-122.306
8691330130,2014-06-11,742000.0,4,2.5,2810,10986,2.0,0,0,3,10,2810,0,1997,0,98075,47.5943,-121.98100000000001
4310701600,2014-11-13,340000.0,3,2.5,1240,1115,3.0,0,0,3,8,1240,0,2003,0,98103,47.6985,-122.34
4346300010,2014-06-18,545500.0,3,2.5,1560,9361,1.5,0,0,4,7,1360,200,1936,0,98108,47.5591,-122.295
3889100029,2014-06-17,810000.0,3,2.5,2670,10481,2.0,0,0,3,9,2670,0,2003,0,98033,47.6673,-122.176
6448000100,2014-06-17,1728000.0,4,3.0,3700,20570,1.0,0,0,4,10,1850,1850,1976,0,98004,47.6212,-122.22399999999999
7744500020,2014-08-26,431000.0,2,2.0,1390,12530,1.0,0,0,3,8,970,420,1959,0,98155,47.7499,-122.29
8562790080,2015-02-09,825750.0,4,3.5,2950,3737,2.0,0,0,3,10,2270,680,2012,0,98027,47.5313,-122.074
5104540240,2014-06-09,609900.0,4,2.5,3190,7399,2.0,0,0,3,10,3190,0,2006,0,98038,47.3558,-122.00399999999999
625059051,2014-09-03,2350000.0,4,2.25,4370,22863,2.5,0,3,4,10,3670,700,1907,1994,98033,47.6878,-122.215
7694800270,2015-04-20,636000.0,3,2.5,2140,2770,2.0,0,0,3,8,1770,370,2007,0,98052,47.6664,-122.131
8682281960,2014-06-03,930000.0,2,2.5,2680,11214,1.0,0,0,3,9,2680,0,2006,0,98053,47.7078,-122.01899999999999
7806500290,2014-08-18,535000.0,3,2.5,2790,19485,2.0,0,0,3,9,2790,0,1990,0,98059,47.4688,-122.124
7300410300,2014-11-06,355000.0,4,2.5,2570,6466,2.0,0,0,3,9,2570,0,1999,0,98092,47.3324,-122.17
1994200260,2014-08-19,869900.0,6,4.5,2750,4400,2.0,0,0,3,8,1770,980,1987,0,98103,47.6883,-122.335
3021049140,2015-03-25,300000.0,4,2.5,2890,17349,2.0,0,0,3,8,2890,0,1994,0,98023,47.2822,-122.34
2770602360,2015-04-21,671000.0,4,2.75,1890,1475,2.0,0,0,3,9,1200,690,2015,0,98199,47.6472,-122.383
835000055,2014-06-20,175000.0,2,1.0,1020,5130,1.0,0,0,4,6,1020,0,1948,0,98002,47.301,-122.226
5416510060,2015-03-06,367000.0,4,2.5,2960,6219,2.0,0,0,3,9,2960,0,2006,0,98038,47.3603,-122.037
795002450,2015-04-30,270950.0,2,1.0,780,6250,1.0,0,0,3,6,780,0,1942,0,98168,47.5099,-122.33
6056111063,2014-07-31,230000.0,3,1.75,1140,1165,2.0,0,0,3,8,1140,0,2014,0,98108,47.5638,-122.295
2391601445,2015-03-04,840000.0,3,3.0,3570,6250,2.0,0,2,3,10,2710,860,1985,0,98116,47.5624,-122.399
1428900033,2014-11-19,576925.0,4,2.5,2630,6100,2.0,0,0,3,8,2630,0,2004,0,98072,47.7735,-122.167
1328330510,2014-09-09,344950.0,3,1.75,1870,7500,1.0,0,0,5,8,1320,550,1978,0,98058,47.4428,-122.134
6154900070,2014-06-11,700000.0,3,2.75,2500,7378,1.0,0,0,5,7,1390,1110,1948,0,98177,47.7032,-122.37
3758900150,2014-08-26,425000.0,2,1.0,1430,13300,1.5,0,0,3,6,1230,200,1921,0,98033,47.6996,-122.20299999999999
423049067,2015-02-05,160000.0,2,1.0,930,7742,1.0,0,0,3,6,930,0,1933,0,98168,47.507,-122.302
3629700120,2014-10-14,669950.0,3,3.0,2330,1944,2.5,0,0,3,8,1950,380,2014,0,98027,47.5446,-122.016
8644220070,2014-09-10,745000.0,4,2.5,2650,18903,2.0,0,0,3,11,2650,0,1994,0,98075,47.5761,-121.98899999999999
2324079057,2015-03-02,650000.0,3,2.0,2660,257875,1.0,0,2,4,8,1530,1130,1976,0,98024,47.553000000000004,-121.887
2867300190,2014-05-28,363000.0,4,2.5,3753,7204,2.0,0,0,3,10,3336,417,2008,0,98023,47.3011,-122.385
3303980660,2014-06-03,1070000.0,4,3.75,4130,12320,2.0,0,0,3,11,4130,0,2001,0,98059,47.5194,-122.15100000000001
8732130940,2014-06-09,213000.0,4,1.75,1980,9000,1.0,0,0,2,7,1480,500,1978,0,98023,47.3071,-122.381
7183000060,2015-03-25,260000.0,4,2.5,2360,9647,1.0,0,2,3,8,1530,830,1964,0,98003,47.3367,-122.33200000000001
9808100185,2014-10-03,1691000.0,4,3.5,4020,13515,2.0,0,0,3,11,4020,0,2001,0,98004,47.6462,-122.212
4083301950,2014-11-20,580000.0,2,1.0,1040,3200,1.0,0,0,3,7,1040,0,1926,0,98103,47.6558,-122.334
2141500020,2014-12-17,500000.0,4,2.5,2230,8560,2.0,0,0,3,8,2230,0,2002,0,98059,47.4877,-122.14299999999999
923000425,2014-07-18,865000.0,5,2.5,3190,8160,2.0,0,0,3,9,3190,0,2014,0,98177,47.7246,-122.363
9550204590,2014-06-24,941000.0,4,1.75,2320,3825,1.5,0,0,5,8,1820,500,1926,0,98105,47.6659,-122.32700000000001
6813600380,2014-12-24,700000.0,3,3.0,2090,7440,1.5,0,0,5,7,1290,800,1922,0,98103,47.6891,-122.331
722079015,2014-10-17,610000.0,3,2.5,2080,167270,1.0,0,0,3,7,2080,0,2000,0,98038,47.4032,-121.963
126059005,2015-01-15,547000.0,5,3.0,2200,103237,1.0,0,0,3,7,1160,1040,1971,0,98072,47.7726,-122.111
5078400090,2014-12-09,915000.0,5,2.75,2580,7630,1.0,0,0,4,7,1730,850,1954,0,98004,47.6226,-122.205
8663280160,2015-03-05,545000.0,5,2.5,2520,7863,1.0,0,0,3,7,1500,1020,1981,0,98034,47.7096,-122.199
5547500050,2014-09-17,255000.0,3,2.25,1740,10378,1.0,0,0,5,7,1740,0,1977,0,98042,47.3815,-122.09
705700580,2015-05-01,366000.0,4,2.75,2170,9743,2.0,0,0,3,7,2170,0,1995,0,98038,47.3814,-122.024
7812800995,2014-09-05,200000.0,2,1.0,790,5985,1.0,0,0,3,6,790,0,1944,0,98178,47.4941,-122.24
7853340330,2014-09-11,384205.0,3,2.75,1810,3292,2.0,0,0,3,8,1810,0,2014,0,98065,47.5164,-121.87700000000001
4036800580,2014-06-21,418000.0,4,1.5,1550,9176,1.0,0,0,3,7,1000,550,1956,0,98008,47.6005,-122.12899999999999
5116000250,2014-07-07,320000.0,3,1.75,2220,11646,1.0,0,0,3,7,1270,950,1950,0,98028,47.7762,-122.27
293810190,2014-11-04,456500.0,4,2.5,2400,6811,2.0,0,0,3,8,2400,0,2007,0,98059,47.4959,-122.15
7202290650,2014-12-30,620000.0,4,2.5,3040,9606,2.0,0,0,3,7,3040,0,2003,0,98053,47.6884,-122.044
5592900020,2014-12-02,410000.0,3,3.25,2650,7819,1.0,0,2,4,8,1760,890,1956,0,98056,47.4821,-122.19200000000001
3630240020,2014-05-21,556000.0,3,3.0,1960,1168,2.0,0,0,3,9,1600,360,2007,0,98027,47.5445,-122.014
1509500080,2015-03-17,389950.0,3,2.5,2170,8140,2.0,0,0,3,9,2170,0,1994,0,98030,47.385,-122.169
1724079013,2014-07-18,529000.0,3,2.25,1940,217800,2.0,0,0,3,9,1940,0,1990,0,98024,47.5636,-121.932
8019201061,2015-01-15,235000.0,3,2.0,1090,8400,1.0,0,0,4,6,1090,0,1961,0,98168,47.4942,-122.322
326069027,2015-03-26,692500.0,3,2.5,2420,198198,2.0,0,0,3,9,2420,0,1997,0,98077,47.772,-122.022
9541600490,2015-05-05,931088.0,4,2.5,3510,17400,1.0,0,0,4,9,1930,1580,1957,0,98005,47.5963,-122.171
4136870020,2014-10-08,332100.0,5,3.5,2660,6978,2.0,0,0,3,8,1980,680,1996,0,98092,47.2631,-122.212
9517200480,2014-07-02,535000.0,3,1.75,2330,12141,1.0,0,0,3,7,1390,940,1983,0,98072,47.7607,-122.146
7200001756,2014-06-12,349950.0,3,1.0,1060,9525,1.0,0,0,3,7,1060,0,1966,0,98052,47.6855,-122.111
3179100180,2015-05-07,1540000.0,5,3.25,2920,6960,2.0,0,1,3,9,2120,800,1953,2008,98105,47.6712,-122.272
3343300180,2015-03-30,469000.0,3,2.0,1300,22605,1.0,0,0,3,7,1300,0,1998,0,98056,47.5337,-122.18700000000001
4021700025,2014-06-10,569000.0,5,3.0,3670,10583,1.0,0,0,5,8,2060,1610,1952,0,98155,47.7589,-122.277
2113700115,2015-05-04,369950.0,3,2.0,1520,4000,1.0,0,0,5,6,800,720,1943,0,98106,47.531000000000006,-122.351
1687900170,2015-03-25,648000.0,4,2.25,2170,8240,2.0,0,1,4,8,2170,0,1983,0,98006,47.5634,-122.12799999999999
8594400350,2014-05-20,315000.0,3,2.25,1400,31626,1.0,0,0,2,7,1140,260,1987,0,98092,47.3029,-122.069
1425059178,2014-05-07,460000.0,3,2.0,1760,9055,2.0,0,0,4,7,1760,0,1985,0,98052,47.6534,-122.12799999999999
9839301055,2014-06-26,670000.0,3,1.5,1490,4400,1.5,0,0,4,7,1490,0,1906,0,98122,47.6113,-122.292
8121100715,2015-02-09,1086000.0,3,3.0,2830,6041,2.0,0,3,3,8,1840,990,1915,0,98118,47.5694,-122.28299999999999
2025049111,2014-06-19,1440000.0,3,3.5,3870,3819,2.0,0,0,3,11,2760,1110,2002,0,98102,47.6452,-122.31700000000001
6647400250,2014-07-23,439950.0,3,2.5,1540,7773,2.0,0,0,4,8,1540,0,1982,0,98034,47.722,-122.194
6669000070,2014-08-05,1000000.0,4,1.75,1780,11436,1.0,0,0,5,9,1780,0,1967,0,98004,47.6273,-122.194
9151600541,2014-05-08,719000.0,3,2.5,1690,4500,1.5,0,1,4,8,1690,0,1928,0,98116,47.5841,-122.383
255450340,2014-08-27,387865.0,3,2.5,2370,4200,2.0,0,0,3,8,2370,0,2014,0,98038,47.3696,-122.01799999999999
3025300250,2015-05-13,1620000.0,4,2.25,2350,17709,2.0,0,0,4,9,2350,0,1977,0,98039,47.6232,-122.236
1724500030,2015-03-12,415000.0,4,2.5,2400,7292,1.0,0,0,3,8,1530,870,1980,0,98133,47.7749,-122.339
1136100045,2014-10-15,494950.0,2,1.75,2220,33000,1.0,0,0,4,8,2220,0,1970,0,98072,47.7403,-122.12899999999999
5057100090,2015-05-05,459950.0,5,2.75,3078,6371,2.0,0,0,3,9,3078,0,2014,0,98042,47.3587,-122.163
7899800857,2014-12-15,256950.0,2,2.0,1070,635,2.0,0,0,3,9,720,350,2008,0,98106,47.5212,-122.35700000000001
2128000180,2014-08-11,600000.0,4,1.75,1810,7700,1.0,0,0,5,8,1390,420,1977,0,98033,47.6976,-122.169
6205500580,2014-12-10,530000.0,3,2.5,2640,13775,1.0,0,0,3,8,1550,1090,1978,0,98005,47.5875,-122.177
2998300075,2015-01-27,857500.0,4,2.75,2960,5040,2.0,0,3,3,9,2210,750,1952,1993,98116,47.5747,-122.40799999999999
869700140,2014-08-11,292000.0,3,2.5,1560,2740,2.0,0,0,3,8,1560,0,1999,0,98059,47.4909,-122.154
1954400500,2014-06-25,583000.0,3,2.5,1790,8144,2.0,0,0,3,8,1790,0,1989,0,98074,47.6169,-122.045
6795100589,2014-10-10,663000.0,3,2.25,2840,59677,1.0,0,0,3,7,1580,1260,1967,0,98075,47.5828,-122.044
7525100530,2015-04-11,432100.0,3,2.25,1790,2240,2.0,0,0,4,8,1790,0,1975,0,98052,47.6343,-122.10600000000001
301400850,2015-02-20,260000.0,3,2.25,1489,2800,2.0,0,0,3,7,1489,0,2011,0,98002,47.3452,-122.215
4310702837,2014-12-01,375000.0,3,3.25,1370,1227,3.0,0,0,3,8,1370,0,2007,0,98103,47.6964,-122.34100000000001
6669150530,2014-11-17,230000.0,3,1.5,1500,11616,1.0,0,0,3,7,1100,400,1980,0,98031,47.4062,-122.17399999999999
1036400100,2014-10-21,600000.0,4,2.5,2360,13500,1.0,0,0,4,8,1780,580,1973,0,98052,47.6315,-122.103
98020140,2014-07-08,765000.0,4,4.0,3010,7221,2.0,0,0,3,10,3010,0,2004,0,98075,47.5833,-121.97
6206100075,2015-05-12,700000.0,4,1.75,1980,10800,1.0,0,0,4,8,1320,660,1953,0,98005,47.5899,-122.17299999999999
2321300390,2014-11-05,650000.0,3,2.0,1870,3388,1.0,0,0,4,8,1230,640,1925,0,98199,47.6372,-122.395
2895550280,2014-05-07,280000.0,3,2.5,1600,4271,2.0,0,0,3,7,1600,0,2000,0,98001,47.3303,-122.26899999999999
3856904970,2014-08-18,469000.0,2,1.0,1120,4284,1.0,0,0,3,6,730,390,1921,0,98105,47.6688,-122.324
9266700256,2014-10-13,470000.0,2,1.0,1190,5200,1.0,0,0,5,7,1190,0,1912,0,98103,47.6939,-122.348
7203601405,2015-04-14,217000.0,2,1.0,730,2400,1.0,0,1,3,4,730,0,1934,0,98198,47.35,-122.322
8929000380,2014-08-05,479990.0,3,2.5,2010,2386,2.0,0,0,3,8,1390,620,2014,0,98029,47.5525,-121.99799999999999
5198600010,2014-08-19,180000.0,3,2.0,1670,7056,1.0,0,0,4,7,1670,0,1958,0,98002,47.3139,-122.212
7732100150,2014-10-28,749500.0,4,2.5,2440,9727,2.0,0,0,3,9,2440,0,1987,0,98052,47.6613,-122.132
1377800010,2014-11-19,517500.0,3,1.0,1190,7000,1.0,0,0,3,7,1190,0,1943,0,98199,47.6453,-122.40299999999999
2902200241,2014-06-23,562500.0,3,2.25,1300,907,2.0,0,0,3,8,1000,300,2006,0,98102,47.6371,-122.32700000000001
6056111370,2014-11-24,340000.0,2,1.75,1270,1916,2.0,0,0,3,8,1270,0,2012,0,98108,47.5648,-122.294
8691330330,2015-04-09,899000.0,4,2.5,4080,10295,2.0,0,0,3,10,4080,0,1998,0,98075,47.5933,-121.98200000000001
6083000037,2014-06-13,230000.0,2,1.0,930,7550,1.0,0,0,3,6,930,0,1986,0,98168,47.4866,-122.303
1522700060,2014-06-24,518000.0,4,2.75,2520,14021,2.0,0,0,3,9,2520,0,1999,0,98019,47.7344,-121.95700000000001
1471701410,2015-03-31,347950.0,5,2.25,1700,13500,1.5,0,0,4,7,1700,0,1962,0,98059,47.4611,-122.06700000000001
2895800390,2014-08-07,359800.0,5,2.5,2170,2752,2.0,0,0,3,8,2170,0,2014,0,98106,47.5165,-122.346
3126049517,2014-05-08,413450.0,3,2.5,1540,1614,3.0,0,0,3,8,1470,70,2008,0,98103,47.6961,-122.34100000000001
139000185,2015-04-28,800000.0,3,2.5,2100,4440,2.0,0,4,3,7,2100,0,1945,0,98116,47.5865,-122.397
2872900050,2014-10-07,400000.0,3,2.5,1450,8064,1.0,0,0,3,8,1450,0,1984,0,98074,47.6256,-122.037
3288020050,2014-06-27,355000.0,4,2.5,1890,7867,2.0,0,0,3,8,1890,0,1996,0,98038,47.3788,-122.031
3760500455,2015-02-24,1450000.0,3,3.5,4110,15720,1.0,0,1,3,10,2230,1880,2000,0,98034,47.6996,-122.229
3832710840,2014-06-02,250000.0,4,2.0,1850,7560,1.0,0,0,4,7,1540,310,1978,0,98032,47.3666,-122.277
3893100456,2014-08-13,870000.0,3,2.5,3210,8630,2.0,0,0,4,10,2530,680,1990,0,98033,47.6939,-122.189
723049158,2015-03-13,135000.0,4,1.0,1460,18599,1.5,0,0,3,5,1460,0,1940,0,98146,47.5006,-122.351
1601600167,2014-05-07,365000.0,5,2.75,2410,5003,1.0,0,0,3,7,1410,1000,2008,0,98118,47.5298,-122.274
2214800110,2014-08-20,259900.0,4,2.75,1560,8820,1.0,0,3,3,7,1060,500,1979,0,98001,47.3382,-122.257
3832050580,2014-05-02,300000.0,3,2.5,2540,5050,2.0,0,0,3,7,2540,0,2006,0,98042,47.3358,-122.055
9126100850,2014-11-20,534000.0,5,2.0,2280,3600,2.0,0,0,3,7,2280,0,1992,0,98122,47.6056,-122.305
7544800395,2015-02-25,450000.0,3,2.0,1010,2820,1.5,0,0,3,7,1010,0,1905,0,98122,47.6066,-122.304
7460000015,2014-06-20,203000.0,3,1.0,1150,7156,1.0,0,0,4,6,1150,0,1953,0,98168,47.4864,-122.31700000000001
2878600200,2014-05-08,533000.0,3,1.0,1670,4080,1.0,0,0,3,7,1170,500,1967,0,98115,47.6899,-122.321
424000145,2014-07-07,230000.0,3,1.0,1390,6000,1.0,0,0,3,5,1390,0,1954,0,98056,47.4977,-122.175
5318100504,2014-07-28,524000.0,2,2.0,1450,2272,1.0,0,0,4,6,750,700,1924,0,98112,47.633,-122.28200000000001
291310170,2014-08-04,384500.0,3,2.5,1600,2610,2.0,0,0,3,8,1600,0,2005,0,98027,47.5344,-122.068
5561400740,2015-02-10,593500.0,5,3.25,4300,50405,2.0,0,0,3,8,3220,1080,1972,0,98027,47.4615,-122.0
7338000800,2014-11-20,185000.0,3,1.5,1280,4031,2.0,0,0,4,6,1280,0,1985,0,98002,47.3342,-122.215
3625059166,2015-01-07,553000.0,3,1.0,1310,18135,1.0,0,0,3,7,1310,0,1948,0,98008,47.6065,-122.113
2695600190,2015-03-27,416000.0,2,1.0,940,4264,1.0,0,0,5,7,940,0,1949,0,98126,47.5314,-122.37799999999999
3693900985,2014-05-29,436500.0,2,1.0,1260,5000,1.0,0,0,3,7,1040,220,1951,0,98117,47.6782,-122.397
5451210100,2015-04-23,938000.0,4,2.5,2410,9886,1.0,0,0,5,8,1990,420,1975,0,98040,47.5351,-122.223
8818400340,2015-04-23,1081000.0,4,3.0,2490,4325,1.5,0,0,3,8,1690,800,1922,2003,98105,47.6628,-122.32600000000001
1771000440,2014-09-04,322500.0,3,1.0,1160,9750,1.0,0,0,3,7,1160,0,1968,0,98077,47.7429,-122.072
4036100175,2015-02-19,689000.0,4,2.5,2440,11700,1.0,0,0,5,8,1480,960,1961,0,98006,47.5606,-122.184
9264930400,2014-10-29,325900.0,3,2.5,2040,9765,2.0,0,0,3,8,2040,0,1985,0,98023,47.309,-122.34899999999999
2310040230,2014-05-20,350000.0,4,2.25,2220,6953,2.0,0,0,4,8,2220,0,1999,0,98038,47.3509,-122.041
1725800280,2014-06-16,373000.0,3,1.0,1770,5720,1.5,0,0,4,7,1140,630,1926,0,98126,47.5546,-122.37700000000001
1687000210,2014-07-25,275000.0,3,2.5,2497,4400,2.0,0,0,3,8,2497,0,2007,0,98001,47.2873,-122.28299999999999
6918700320,2015-03-06,685000.0,5,2.5,1900,7843,2.0,0,0,5,7,1900,0,1966,0,98008,47.6273,-122.12299999999999
2781280310,2014-12-22,274000.0,3,2.5,1830,2517,2.0,0,0,3,8,1830,0,2005,0,98055,47.4496,-122.189
6884800262,2014-09-20,535000.0,4,2.0,1970,3515,1.0,0,0,5,8,1030,940,1969,0,98115,47.6873,-122.314
5255710010,2014-12-15,435000.0,3,1.75,2030,13700,1.0,0,0,3,8,1630,400,1976,0,98011,47.7726,-122.197
8847400115,2014-07-23,590000.0,3,2.0,2420,208652,1.5,0,0,3,8,2420,0,2005,0,98010,47.3666,-121.978
2126079014,2014-05-12,540000.0,4,2.25,2540,228254,1.0,0,0,3,8,1450,1090,1990,0,98019,47.718999999999994,-121.912
3348401740,2015-01-27,188000.0,2,1.5,1120,17487,1.0,0,0,3,6,1120,0,1924,0,98178,47.5024,-122.271
3918400097,2014-11-17,567000.0,4,1.75,2630,11213,1.0,0,2,4,8,1430,1200,1948,0,98177,47.7158,-122.366
6398000011,2014-06-02,789000.0,3,3.0,3740,39640,2.0,0,2,3,10,3740,0,1991,0,98070,47.4036,-122.462
686400040,2015-04-10,545000.0,4,2.25,1890,7210,1.0,0,0,3,8,1890,0,1967,0,98008,47.6342,-122.117
8925100440,2015-03-23,925000.0,4,2.25,2110,6375,1.0,0,2,4,8,1600,510,1941,0,98115,47.6819,-122.272
6303401050,2015-02-20,132500.0,3,0.75,850,8573,1.0,0,0,3,6,600,250,1945,0,98146,47.503,-122.35600000000001
4375700065,2014-05-12,315275.0,3,1.75,1440,8040,1.0,0,0,3,7,960,480,1951,0,98125,47.7128,-122.306
7631800110,2014-09-18,380000.0,3,2.5,1980,17342,2.0,1,4,3,10,1580,400,1984,0,98166,47.4551,-122.37299999999999
1824059079,2015-03-11,880000.0,4,2.0,2530,10800,1.0,0,0,5,8,1350,1180,1954,0,98040,47.5705,-122.225
2768100512,2015-04-22,659000.0,2,2.5,1450,1213,2.0,0,0,3,9,1110,340,2015,0,98107,47.6692,-122.37200000000001
7276100145,2014-09-30,344950.0,3,2.0,1470,6950,1.0,0,0,5,6,1470,0,1932,0,98133,47.7619,-122.34299999999999
2459970020,2014-11-24,360000.0,4,2.5,1950,5451,2.0,0,0,3,7,1950,0,2004,0,98058,47.4341,-122.14399999999999
7812801850,2014-10-15,194000.0,3,1.0,1180,6050,1.0,0,0,3,6,820,360,1944,0,98178,47.4945,-122.249
1823049179,2015-01-21,385000.0,4,2.0,2340,9716,1.0,0,0,3,7,2340,0,2009,0,98146,47.4842,-122.34700000000001
3500100189,2014-06-30,300000.0,2,1.0,960,8153,1.0,0,0,3,6,960,0,1947,0,98155,47.7341,-122.3
7694800180,2015-02-05,666000.0,3,2.5,2140,2868,2.0,0,0,3,8,1770,370,2007,0,98052,47.6668,-122.132
9286100320,2014-06-06,471000.0,3,2.5,2030,2805,2.0,0,0,3,8,1720,310,2001,0,98027,47.5305,-122.04700000000001
9407001700,2014-08-19,255000.0,2,1.0,960,20954,1.0,0,0,3,7,960,0,1977,0,98045,47.4485,-121.774
259000240,2014-06-17,506000.0,3,1.75,2180,7700,1.0,0,0,3,8,1480,700,1961,0,98177,47.7594,-122.361
7304301005,2014-05-23,350000.0,3,1.0,1010,11244,1.0,0,0,4,7,1010,0,1947,0,98155,47.7467,-122.321
6661200260,2015-05-12,220000.0,2,1.5,1030,2850,2.0,0,0,3,7,1030,0,1995,0,98038,47.3845,-122.039
2787700060,2015-01-15,420000.0,3,2.5,1810,7210,1.0,0,0,5,7,1210,600,1968,0,98059,47.5067,-122.163
952000640,2014-10-27,715000.0,3,1.5,1670,5060,2.0,0,2,5,7,1670,0,1925,0,98126,47.5671,-122.37899999999999
7147600225,2014-11-13,320000.0,6,2.75,2410,10763,1.0,0,0,5,7,1310,1100,1957,0,98188,47.4429,-122.28200000000001
9358400080,2014-06-27,550000.0,4,3.5,4150,16197,2.0,0,0,3,10,4150,0,2006,0,98003,47.3423,-122.18299999999999
3241600027,2014-10-06,390000.0,2,1.5,1870,12960,1.5,0,0,4,6,1350,520,1926,0,98118,47.5234,-122.288
1922059282,2014-09-18,325000.0,3,2.25,2220,16020,1.0,0,0,4,8,1780,440,1966,0,98030,47.3758,-122.21700000000001
7146400040,2015-03-12,380000.0,5,3.25,3800,15500,1.0,0,0,3,7,2490,1310,1965,0,98032,47.3862,-122.28
1422059039,2014-08-28,455000.0,4,2.75,3030,117378,1.0,0,0,4,8,1680,1350,1959,0,98042,47.401,-122.135
1929300052,2014-10-29,740000.0,3,2.5,2200,3000,2.0,0,0,3,9,1530,670,2002,0,98109,47.6451,-122.35
5104520620,2014-07-24,291500.0,4,2.5,1770,5000,2.0,0,0,3,7,1770,0,2004,0,98038,47.3503,-122.005
1402600570,2015-01-13,320000.0,3,2.25,1580,6561,1.0,0,0,3,8,1200,380,1981,0,98058,47.4394,-122.14
7861500150,2014-12-02,389900.0,3,2.5,2160,59241,1.0,0,0,3,7,2160,0,2007,0,98042,47.3304,-122.13
1311030430,2014-08-04,1000000.0,5,2.5,4670,15857,2.0,0,0,3,11,4670,0,1998,0,98074,47.63,-122.01100000000001
8081010040,2014-09-11,1150000.0,3,2.5,3160,24437,1.0,0,3,3,11,2160,1000,1991,0,98006,47.5531,-122.131
1237500540,2014-12-22,270000.0,3,1.75,1370,10866,1.0,0,0,4,6,1370,0,1945,0,98052,47.6774,-122.164
7855400630,2014-09-22,1030000.0,5,2.5,3050,8200,1.0,0,4,4,8,1650,1400,1962,0,98006,47.5647,-122.155
3886902870,2014-05-27,800000.0,4,2.5,2680,7200,1.0,0,0,3,8,1380,1300,1952,2013,98033,47.6835,-122.18700000000001
2321059093,2014-08-05,506000.0,3,2.5,2100,213008,1.0,0,0,3,8,2100,0,1990,0,98092,47.2984,-122.14399999999999
1786700240,2014-10-24,472000.0,4,3.25,4350,7090,2.0,0,0,3,8,2870,1480,1999,0,98042,47.3747,-122.156
7768700300,2014-12-05,2575000.0,4,4.25,5540,15408,2.0,0,1,3,11,4280,1260,2006,0,98004,47.6071,-122.212
5438000280,2015-04-15,325000.0,3,1.75,2920,10573,1.0,0,0,4,7,2920,0,1964,0,98055,47.4429,-122.195
3834000820,2014-06-13,458000.0,3,2.0,2020,8555,1.0,0,0,4,7,1220,800,1957,0,98125,47.7278,-122.287
3438502200,2014-09-17,445000.0,4,2.75,2680,16934,1.0,0,0,4,7,1340,1340,1958,0,98106,47.542,-122.36399999999999
3013300510,2015-05-06,389950.0,2,1.0,820,4234,1.0,0,1,3,6,820,0,1951,0,98136,47.5294,-122.38600000000001
3333000655,2015-05-11,334000.0,2,1.0,890,6000,1.0,0,0,3,6,890,0,1941,0,98118,47.5437,-122.281
3904990260,2014-07-24,545800.0,4,2.5,1980,4500,2.0,0,0,3,8,1980,0,1989,0,98029,47.57899999999999,-122.001
2771101964,2014-08-12,396500.0,3,1.5,1360,1488,2.0,0,0,3,7,1120,240,2003,0,98199,47.6526,-122.384
9822700255,2014-05-05,670000.0,3,2.5,1680,2000,3.0,0,0,3,9,1680,0,1909,1998,98105,47.6604,-122.29
1923000150,2015-04-24,754000.0,5,3.5,3020,15305,2.0,0,0,3,10,2230,790,1978,0,98040,47.5627,-122.21600000000001
4123810140,2015-02-27,429800.0,3,2.0,1970,7000,1.0,0,0,3,8,1970,0,1986,0,98038,47.3744,-122.04299999999999
